symbol,name,exchange,category,country,category_number
1165.HK,SHUNFENG PHOTOVOLTAIC INTL LTD,HKG,,Hong Kong,0
1169.HK,"Haier Electronics Group Co., Ltd.",HKG,Home Furnishings & Fixtures,Hong Kong,311
1171.HK,Yanzhou Coal Mining Co. Ltd.,HKG,Industrial Metals & Minerals,Hong Kong,133
1172.HK,Midas International Holdings Limited,HKG,Home Furnishings & Fixtures,Hong Kong,311
11771530.SG,,,,,0
11771562.SG,,,,,0
1186.HK,China Railway Construction Corporation Limited,HKG,General Contractors,Hong Kong,636
11896996.SG,,,,,0
11896999.SG,,,,,0
1195.HK,Kingwell Group Limited,HKG,Electronic Equipment,Hong Kong,314
11997930.SG,,,,,0
1201@BN.KL,SUMATEC RESOURCES BHD,KLS,,Malaysia,0
1201@OM.KL,SUMATEC RESOURCES BHD,KLS,,Malaysia,0
12073374.SG,,,,,0
12103349.SG,,,,,0
1211.HK,BYD Company Ltd.,HKG,Auto Manufacturers - Major,Hong Kong,330
1218044.SG,,,,,0
12186271.SG,,,,,0
12186274.SG,,,,,0
12186288.SG,,,,,0
12186303.SG,,,,,0
12186442.SG,,,,,0
12186448.SG,,,,,0
1219.HK,TENWOW INT'L,HKG,,Hong Kong,0
12199713.SG,,,,,0
12200218.SG,,,,,0
12201272.SG,,,,,0
1222.HK,Wang On Group Limited,HKG,Real Estate Development,Hong Kong,449
12246362.SG,,,,,0
1231.HK,NEWTON RES,HKG,,Hong Kong,0
1236@OM.KL,MBf HOLDINGS BHD,KLS,,Malaysia,0
1238.HK,Powerlong Real Estate Holdings Ltd,HKG,Real Estate Development,Hong Kong,449
12507221.SG,,,,,0
1251.HK,SPT ENERGY GROUP INC USD0.0001,HKG,,Hong Kong,0
1256.TWO,SUNJUICE HOLDINGS CO LIMITED TW,TWO,,Taiwan,0
1269.HK,CHINA VEH COM,HKG,,Hong Kong,0
12825164.SG,,,,,0
1288.HK,Agricultural Bank of China Limited,HKG,Money Center Banks,Hong Kong,410
12882498.SG,,,,,0
1293.HK,BAOXIN AUTO GROUP LTD HKD0.01,HKG,,Hong Kong,0
1295.KL,PUBLIC BANK BHD,KLS,,Malaysia,0
1295F@OM.KL,PUBLIC BANK BHD-FOREIGN,KLS,,Malaysia,0
1297.HK,SINOSOFT TECHNOLOGY GROUP LIMIT,HKG,,Hong Kong,0
1299.HK,AIA Group Limited,HKG,Life Insurance,Hong Kong,430
1300.HK,TRIGIANT GROUP LTD HKD0.01,HKG,,Hong Kong,0
1303.TW,NAN YA PLASTIC TWD10,TAI,,Taiwan,0
13053444.SG,,,,,0
1308.HK,"SITC International Holdings Co., Ltd.",HKG,Shipping,Hong Kong,775
131290.KQ,TSE,KOE,,South Korea,0
1313.HK,China Resources Cement Holdings Ltd.,HKG,General Building Materials,Hong Kong,634
13131521.SG,,,,,0
13131559.SG,,,,,0
1314.HK,TSUI WAH HLDG,HKG,,Hong Kong,0
13141945.SG,,,,,0
1315.HK,VISION FAME INTERNATIONAL HOLDS,HKG,,Hong Kong,0
13150226.SG,,,,,0
1318.HK,Greens Holdings Ltd.,HKG,General Contractors,Hong Kong,636
13188357.SG,,,,,0
13217727.SG,,,,,0
1322.HK,CW GROUP HOLDINGS LIMITED HKD0.,HKG,,Hong Kong,0
1323.HK,NEWTREE GROUP HOLDINGS LTD HKD0,HKG,,Hong Kong,0
1323.TW,YONYU PLASTICS TWD10,TAI,,Taiwan,0
13250500.SG,,,,,0
13250632.SG,,,,,0
13250660.SG,,,,,0
1328.HK,International Elite Limited,HKG,Packaging & Containers,Hong Kong,325
13299246.SG,,,,,0
1333.HK,China Zhongwang Holdings Limited,HKG,Aluminum,Hong Kong,132
1335.HK,SHEEN TAI,HKG,,Hong Kong,0
1338.HK,BaWang International (Group) Holding Limited,HKG,Personal Products,Hong Kong,323
13389862.SG,,,,,0
13391232.SG,,,,,0
13391238.SG,,,,,0
13391636.SG,,,,,0
13472010.SG,,,,,0
13473474.SG,,,,,0
13473487.SG,,,,,0
13473488.SG,,,,,0
13473503.SG,,,,,0
1361.HK,361 Degrees International Limited,HKG,"Recreational Goods, Other",Hong Kong,317
13672920.SG,,,,,0
1368.HK,Xtep International Holdings Limited,HKG,Apparel Stores,Hong Kong,730
1368.KL,FABER GROUP BHD,KLS,,Malaysia,0
13734008.SG,,,,,0
13736243.SG,,,,,0
13736427.SG,,,,,0
1378.HK,CHINAHONGQIAO,HKG,,Hong Kong,0
1387.HK,Renhe Commercial Holdings Co Ltd,HKG,Real Estate Development,Hong Kong,449
1388.HK,Embry Holdings Ltd.,HKG,Textile - Apparel Clothing,Hong Kong,320
139130.KS,DGB Financial Group,KSC,,South Korea,0
1393.HK,Hidili Industry International Development Ltd.,HKG,Industrial Metals & Minerals,Hong Kong,133
13937406.SG,,,,,0
1396.HK,HYDOO INTL,HKG,,Hong Kong,0
1398.HK,Industrial and Commercial Bank of China Limited,HKG,Money Center Banks,Hong Kong,410
13988565.SG,,,,,0
1399.HK,Scud Group Limited.,HKG,Electronic Equipment,Hong Kong,314
140910.KS,KWANG HEE REIT,KSC,,South Korea,0
1410.TW,NAN YANG DYEING TWD10,TAI,,Taiwan,0
14164855.SG,,,,,0
14164883.SG,,,,,0
14164907.SG,,,,,0
14226587.SG,,,,,0
14226588.SG,,,,,0
14226662.SG,,,,,0
14226743.SG,,,,,0
14226860.SG,,,,,0
1423.TW,REWARD WOOL TWD10,TAI,,Taiwan,0
14232004.SG,,,,,0
1428.HK,Bright Smart Securities & Commodities Group Limited,HKG,Investment Brokerage - National,Hong Kong,420
143160.KQ,IDIS,KOE,,South Korea,0
1436.TW,HUA YU LIEN DEVELO,TAI,,Taiwan,0
14402787.SG,,,,,0
14402805.SG,,,,,0
14425331.SG,,,,,0
14484134.SG,,,,,0
1451.TW,NIEN HSING TEXTILE TWD10,TAI,,Taiwan,0
14514367.SG,,,,,0
1455.TW,ZIG SHENG INDL TWD10,TAI,,Taiwan,0
14568615.SG,,,,,0
14578342.SG,,,,,0
14578454.SG,,,,,0
14578464.SG,,,,,0
14614624.SG,,,,,0
1465.TW,WISHER INDUSTRIAL TWD10,TAI,,Taiwan,0
14729514.SG,,,,,0
14729531.SG,,,,,0
14729534.SG,,,,,0
14729546.SG,,,,,0
1481.KL,ADVANCE SYNERGY BHD,KLS,,Malaysia,0
14814400.SG,,,,,0
1485253.SG,,,,,0
14858730.SG,,,,,0
14858748.SG,,,,,0
1506.TW,RIGHT WAY INDL TWD10,TAI,,Taiwan,0
1507.TW,YUNG TAY ENGINEER TWD10,TAI,,Taiwan,0
15191013.KQ,NANOS 12R,KOE,,South Korea,0
1521.TW,TA YIH INDUSTRIAL TWD10,TAI,,Taiwan,0
1532890.SG,,,,,0
1555.HK,MIE Holdings Corporation,HKG,Oil & Gas Drilling & Exploration,Hong Kong,123
155650.KQ,YMC,KOE,,South Korea,0
1558.TWO,ZENG HSING INDL CO TWD10,TWO,,Taiwan,0
1565.TWO,ST SHINE OPTICAL TWD10,TWO,,Taiwan,0
1584901.SG,,,,,0
1589.TW,YEONG GUAN ENERGY TECHNOLOGY GR,TAI,,Taiwan,0
1603.TW,CHINA WIRE & CABLE TWD10,TAI,,Taiwan,0
1609.TW,TA YA ELEC WIR&CAB; TWD10,TAI,,Taiwan,0
1613.TW,TAI-I ELEC WIRE TWD10,TAI,,Taiwan,0
1615.TW,DAH SAN ELECTRIC TWD10,TAI,,Taiwan,0
1616.TW,EVERTOP WIRE CABLE TWD10,TAI,,Taiwan,0
1618.TW,HOLD-KEY ELECTRIC TWD10,TAI,,Taiwan,0
1623.HK,HILONG HOLDING LIMITED HKD0.10,HKG,,Hong Kong,0
1628.HK,Yuzhou Properties Company Limited,HKG,Real Estate Development,Hong Kong,449
1629362.SG,,,,,0
1646151.SG,,,,,0
1652810.SG,,,,,0
1726.TW,YUNG CHI PAINT TWD10,TAI,,Taiwan,0
18030961.SG,,,,,0
1813.HK,KWG Property Holdings Ltd,HKG,Real Estate Development,Hong Kong,449
18148255.SG,,,,,0
18194209.SG,,,,,0
18238937.SG,,,,,0
18270183.SG,,,,,0
18320776.SG,,,,,0
1833.HK,Intime Retail (Group) Company Limited,HKG,Department Stores,Hong Kong,731
18330356.SG,,,,,0
18330385.SG,,,,,0
18335844.SG,,,,,0
18350091.SG,,,,,0
18350094.SG,,,,,0
18352251.SG,,,,,0
18379581.SG,,,,,0
18379584.SG,,,,,0
18385893.SG,,,,,0
18385896.SG,,,,,0
18449120.SG,,,,,0
18486882.SG,,,,,0
18488387.SG,,,,,0
18526154.SG,,,,,0
18532733.SG,,,,,0
18672670.SG,,,,,0
18672675.SG,,,,,0
18672686.SG,,,,,0
18687336.SG,,,,,0
18709515.SG,,,,,0
1875661.F,BCP FIN PERP NCNVP,FRA,,Germany,0
18762238.SG,,,,,0
18845355.SG,,,,,0
18845359.SG,,,,,0
18845361.SG,,,,,0
18845595.SG,,,,,0
1886.HK,China Huiyuan Juice Group Limited,HKG,Food - Major Diversified,Hong Kong,340
18882582.SG,,,,,0
18895232.SG,,,,,0
18896179.SG,,,,,0
18916512.SG,,,,,0
18925074.SG,,,,,0
18925109.SG,,,,,0
18933572.SG,,,,,0
18933578.SG,,,,,0
18933584.SG,,,,,0
18935315.SG,,,,,0
18935342.SG,,,,,0
18947796.SG,,,,,0
19000392.SG,,,,,0
19002217.SG,,,,,0
19028451.SG,,,,,0
19028643.SG,,,,,0
19034692.SG,,,,,0
1907.TW,YUEN FOONG YU MFG TWD10,TAI,,Taiwan,0
19108920.SG,,,,,0
19123232.SG,,,,,0
1913.HK,PRADA SPA EUR0.1,HKG,,Hong Kong,0
19177488.SG,,,,,0
1929.HK,CHOW TAI FOOK JEWELLERY GROUP L,HKG,,Hong Kong,0
19336382.SG,,,,,0
19454655.SG,,,,,0
1961.KL,IOI CORPORATION BHD,KLS,,Malaysia,0
19634436.SG,,,,,0
19634464.SG,,,,,0
19634544.SG,,,,,0
19650324.SG,,,,,0
1966.HK,China SCE Property Holdings Limited,HKG,Real Estate Development,Hong Kong,449
19669813.SG,,,,,0
19675581.SG,,,,,0
19675632.SG,,,,,0
19675638.SG,,,,,0
19675645.SG,,,,,0
19687421.SG,,,,,0
19708186.SG,,,,,0
19763273.SG,,,,,0
1977775.SG,,,,,0
19785728.SG,,,,,0
19802053.SG,,,,,0
19821782.SG,,,,,0
19821787.SG,,,,,0
19845933.SG,,,,,0
19871115.SG,,,,,0
19871120.SG,,,,,0
19871147.SG,,,,,0
19966626.SG,,,,,0
1998.HK,Flyke International Holdings Ltd.,HKG,Textile - Apparel Footwear & Accessories,Hong Kong,321
19985022.SG,,,,,0
19985028.SG,,,,,0
1CY.F,CN YONGDA AUTOMOBIL,FRA,,Germany,0
1JC1.SG,JAPFA COMFEED -A-,STU,,Germany,0
1JYA.MU,JIAYUAN SPON ADR,MUN,,Germany,0
1Q8.BE,QUEST RARE MIN,BER,,Germany,0
1Q8.F,QUEST RARE MIN,FRA,,Germany,0
1Q8.SG,QUEST RARE MIN,STU,,Germany,0
20029411.SG,,,,,0
20029531.SG,,,,,0
2003@OM.KL,KULIM (M) BHD,KLS,,Malaysia,0
20038163.SG,,,,,0
2005.HK,Lijun International Pharmaceutical (Holding) Co Ltd.,HKG,Drug Manufacturers - Major,Hong Kong,510
20050799.SG,,,,,0
20050802.SG,,,,,0
20050811.SG,,,,,0
20050843.SG,,,,,0
20069303.SG,,,,,0
20069435.SG,,,,,0
2007.HK,Country Garden Holdings Company Limited,HKG,Real Estate Development,Hong Kong,449
200869.SZ,CHANGYU-B,SHZ,,China,0
20094317.SG,,,,,0
2010.HK,Real Nutriceutical Group Limited,HKG,Drug Manufacturers - Major,Hong Kong,510
2010.TW,CHUN YUAN STEEL TWD10,TAI,,Taiwan,0
20105811.SG,,,,,0
20111247.SG,,,,,0
20111248.SG,,,,,0
20125913.SG,,,,,0
20155458.SG,,,,,0
20155472.SG,,,,,0
20155477.SG,,,,,0
20155478.SG,,,,,0
20165940.SG,,,,,0
20165945.SG,,,,,0
20165965.SG,,,,,0
20172584.SG,,,,,0
20175919.SG,,,,,0
2018.HK,AAC Technologies Holdings Inc.,HKG,Communication Equipment,Hong Kong,841
2020.HK,Fidelity RMT-Fidelity SaveEasy 2020,HKG,Textile - Apparel Footwear & Accessories,Hong Kong,321
20258317.SG,,,,,0
20258318.SG,,,,,0
20273852.SG,,,,,0
20273857.SG,,,,,0
20273872.SG,,,,,0
20275039.SG,,,,,0
2029.TW,SHENG YU STEEL TWD10,TAI,,Taiwan,0
2033.TW,CHIA TA WORLD TWD10,TAI,,Taiwan,0
2038.HK,FIH Mobile Limited,HKG,Communication Equipment,Hong Kong,841
20413059.SG,,,,,0
20465636.SG,,,,,0
20495590.SG,,,,,0
20495592.SG,,,,,0
20517090.SG,,,,,0
2054@BN.KL,TDM BHD,KLS,,Malaysia,0
20577189.SG,,,,,0
20579492.SG,,,,,0
20616590.SG,,,,,0
20616593.SG,,,,,0
20616594.SG,,,,,0
20631526.SG,,,,,0
20664802.SG,,,,,0
20678972.SG,,,,,0
20678977.SG,,,,,0
20678981.SG,,,,,0
20716239.SG,,,,,0
20760504.SG,,,,,0
20775229.SG,,,,,0
20776506.SG,,,,,0
20829801.SG,,,,,0
20829804.SG,,,,,0
2085769.SG,,,,,0
20897012.SG,,,,,0
20899.L,,,,,0
20905613.SG,,,,,0
20905616.SG,,,,,0
20905633.SG,,,,,0
20905636.SG,,,,,0
20905641.SG,,,,,0
2097.KL,EASTLAND EQUITY BHD,KLS,,Malaysia,0
2098.HK,ZALL DEVELOPMENT (CAYMAN) HLDG,HKG,,Hong Kong,0
21026056.SG,,,,,0
21026059.SG,,,,,0
21026079.SG,,,,,0
21044897.SG,,,,,0
21044936.SG,,,,,0
21044964.SG,,,,,0
2105.TW,CHENG SHIN RUBBER TWD10,TAI,,Taiwan,0
21076361.SG,,,,,0
21094760.SG,,,,,0
21094765.SG,,,,,0
21094793.SG,,,,,0
21122417.SG,,,,,0
21135933.SG,,,,,0
21135946.SG,,,,,0
21136053.SG,,,,,0
21136067.SG,,,,,0
21161004.SG,,,,,0
21203941.F,JPMORGAN DEP-Q,FRA,,Germany,0
21203941.SG,JPMORGAN DEP-Q,STU,,Germany,0
2121.HK,CHINA FIRST CHEMICAL HLDGS LTD,HKG,,Hong Kong,0
21211874.SG,,,,,0
21211887.SG,,,,,0
21211906.SG,,,,,0
21211909.SG,,,,,0
21225464.SG,,,,,0
21225564.SG,,,,,0
21233194.SG,,,,,0
21233227.SG,,,,,0
21236797.SG,,,,,0
21255531.SG,,,,,0
21255534.SG,,,,,0
21255543.SG,,,,,0
21255546.SG,,,,,0
21256311.SG,,,,,0
21256314.SG,,,,,0
2127@BN.KL,INTEGRATED RUBBER CORPORATION,KLS,,Malaysia,0
2128.HK,China Lesso Group Holdings Limited,HKG,Rubber & Plastics,Hong Kong,322
21293606.SG,,,,,0
21293623.SG,,,,,0
21299511.SG,,,,,0
21299595.SG,,,,,0
21333365.SG,,,,,0
21347741.SG,,,,,0
21371177.SG,,,,,0
21430271.SG,,,,,0
21453053.SG,,,,,0
21455795.SG,,,,,0
21455817.SG,,,,,0
21470674.SG,,,,,0
21470688.SG,,,,,0
21470706.SG,,,,,0
21470709.SG,,,,,0
21473898.SG,,,,,0
21473913.SG,,,,,0
21505802.SG,,,,,0
21505808.SG,,,,,0
21505828.SG,,,,,0
21524812.SG,,,,,0
21547118.SG,,,,,0
21549386.SG,,,,,0
21556638.SG,,,,,0
21589700.SG,,,,,0
21589720.SG,,,,,0
21599928.SG,,,,,0
21630226.SG,,,,,0
21630229.SG,,,,,0
21630415.SG,,,,,0
21630435.SG,,,,,0
21642753.SG,,,,,0
21650779.SG,,,,,0
21650780.SG,,,,,0
21650785.SG,,,,,0
21675265.SG,,,,,0
2168.HK,Yingde Gases Group Co Ltd.,HKG,Chemicals - Major Diversified,Hong Kong,110
21695760.SG,,,,,0
21695765.SG,,,,,0
21713681.SG,,,,,0
21772911.SG,,,,,0
2183.HK,LIFESTYLE PROPERTIES DEVELOPMEN,HKG,,Hong Kong,0
2186.KL,KUCHAI DEVELOPMENT BHD,KLS,,Malaysia,0
21917156.SG,,,,,0
21935248.SG,,,,,0
2194.KL,MMC CORPORATION BHD,KLS,,Malaysia,0
2198.HK,China Sanjiang Fine Chemicals Company Limited,HKG,Specialty Chemicals,Hong Kong,113
21992652.SG,,,,,0
21992657.SG,,,,,0
21992672.SG,,,,,0
21992678.SG,,,,,0
21992681.SG,,,,,0
21992700.SG,,,,,0
21992720.SG,,,,,0
22007352.SG,,,,,0
22009563.SG,,,,,0
22009590.SG,,,,,0
2201.TW,YULON MOTOR TWD10,TAI,,Taiwan,0
22010731.SG,,,,,0
22010746.SG,,,,,0
22033988.SG,,,,,0
22034002.SG,,,,,0
22054021.SG,,,,,0
22060345.SG,,,,,0
22080712.SG,,,,,0
22164533.SG,,,,,0
22164544.SG,,,,,0
2222.HK,NVC Lighting Holding Limited,HKG,Home Furnishings & Fixtures,Hong Kong,311
22261278.SG,,,,,0
22261281.SG,,,,,0
2227.TW,YULON NISSAN MOTOR TWD10,TAI,,Taiwan,0
2228.HK,CECEP COSTIN New Materials Group Limited,HKG,Textile Industrial,Hong Kong,628
22301890.SG,,,,,0
22301911.SG,,,,,0
22301914.SG,,,,,0
2233.HK,West China Cement Limited,HKG,General Building Materials,Hong Kong,634
22342988.SG,,,,,0
22344194.SG,,,,,0
2259.KL,TALAM TRANSFORM BERHAD,KLS,,Malaysia,0
2268.HK,Youyuan International Holdings Ltd.,HKG,Paper & Paper Products,Hong Kong,324
2282.HK,MGM CHINA,HKG,,Hong Kong,0
2283.KL,ZELAN BHD,KLS,,Malaysia,0
2288.HK,Rykadan Capital Limited,HKG,General Contractors,Hong Kong,636
22Z.SG,ZEALAND PHARMA,STU,,Germany,0
2300.HK,AMVIG Holdings Limited,HKG,Business Services,Hong Kong,760
2301.TW,LITE-ON TECHNOLOGY TWD10,TAI,,Taiwan,0
2307.HK,Kam Hing International Holdings Ltd.,HKG,Textile Industrial,Hong Kong,628
2309.HK,BIRMINGHAM INTL,HKG,,Hong Kong,0
2312.HK,CH FIN LEASING,HKG,,Hong Kong,0
2314.HK,Lee & Man Paper Manufacturing Limited,HKG,Paper & Paper Products,Hong Kong,324
2317.HK,Vedan International Holdings Ltd.,HKG,Food - Major Diversified,Hong Kong,340
2317.TW,HON HAI PRECISION TWD10,TAI,,Taiwan,0
2320.HK,Hop Fung Group Holdings Ltd.,HKG,Paper & Paper Products,Hong Kong,324
2327.TW,YAGEO CORP TWD10,TAI,,Taiwan,0
2330.TW,TAIWAN SEMICON MAN TWD10,TAI,,Taiwan,0
2331.HK,Li Ning Company Limited,HKG,Textile - Apparel Clothing,Hong Kong,320
2333.HK,Great Wall Motor Company Ltd.,HKG,Auto Manufacturers - Major,Hong Kong,330
2336.HK,Sunlink International Holdings Ltd.,HKG,Semiconductor Equipment & Materials,Hong Kong,834
2339.HK,NORSTAR,HKG,,Hong Kong,0
2341.HK,EcoGreen Fine Chemicals Group Ltd.,HKG,Chemicals - Major Diversified,Hong Kong,110
2344.TW,WINBOND ELECTRONIC TWD10,TAI,,Taiwan,0
2353.TW,ACER INC TWD10,TAI,,Taiwan,0
2354.TW,FOXCONN TECH CO TWD10,TAI,,Taiwan,0
2356.HK,Dah Sing Banking Group Limited,HKG,Money Center Banks,Hong Kong,410
2365.TW,KYE SYSTEM CORP TWD10,TAI,,Taiwan,0
2368.HK,Eagle Nice (International) Holdings Limited,HKG,Textile - Apparel Clothing,Hong Kong,320
2369.HK,China Wireless Technologies Ltd.,HKG,Communication Equipment,Hong Kong,841
237090.SW,ZUERCHER LDBK N,EBS,,Switzerland,0
2378691.SG,,,,,0
2379.HK,Zhongtian International Ltd.,HKG,Business Services,Hong Kong,760
2382.TW,QUANTA COMPUTER TWD10,TAI,,Taiwan,0
2383.HK,Tom Group Ltd.,HKG,Entertainment - Diversified,Hong Kong,722
2384.TW,WINTEK CORP TWD10,TAI,,Taiwan,0
2389.HK,Genvon Group Limited,HKG,Electronic Equipment,Hong Kong,314
2430.TW,TSANN KUEN ENTERPR TWD10,TAI,,Taiwan,0
2449.TW,KING YUAN ELECTRON TWD10,TAI,,Taiwan,0
2453.KL,KLUANG RUBBER CO (M) BHD,KLS,,Malaysia,0
2454.TW,MEDIATEK INC TWD10,TAI,,Taiwan,0
2461.TW,K LASER TECHNOLOGY TWD10,TAI,,Taiwan,0
2468.HK,TRONY SOLAR,HKG,,Hong Kong,0
2481.TW,PAN JIT INTERNATIO TWD10,TAI,,Taiwan,0
2498.TW,HTC CORPORATION,TAI,,Taiwan,0
24W1.DU,WOLSELEY,DUS,,Germany,0
2505.TW,KUOYANG CONSTRUCTI TWD10,TAI,,Taiwan,0
2569.KL,SUNGEI BAGAN RUBBER CO (M) BHD,KLS,,Malaysia,0
2569@OM.KL,SUNGEI BAGAN RUBBER CO (M) BHD,KLS,,Malaysia,0
2577.KL,YTL LAND & DEVELOPMENT BHD,KLS,,Malaysia,0
2577@BN.KL,YTL LAND & DEVELOPMENT BHD,KLS,,Malaysia,0
2599.TWO,Le Young,TWO,,Taiwan,0
2609.TW,YANGMING MARINE TWD10,TAI,,Taiwan,0
2618.HK,TCL Communication Technology Holdings Ltd.,HKG,Communication Equipment,Hong Kong,841
2618.TW,EVA AIRWAYS TWD10,TAI,,Taiwan,0
2622425.SG,,,,,0
2641973.SG,,,,,0
2728.HK,Shinhint Acoustic Link Holdings Ltd.,HKG,Electronic Equipment,Hong Kong,314
2747@BN.KL,JAVA BERHAD,KLS,,Malaysia,0
2771.KL,BOUSTEAD HOLDINGS BHD,KLS,,Malaysia,0
2840.HK,SPDR GOLD TRUST,HKG,,Hong Kong,0
2852@OM.KL,CAHYA MATA SARAWAK BHD,KLS,,Malaysia,0
2877.HK,China Shineway Pharmaceutical Group Limited,HKG,Drugs - Generic,Hong Kong,512
2881.TW,FUBON FINANCIAL HL TWD10,TAI,,Taiwan,0
2885.TW,YUANTA FINL HOLDS TWD10,TAI,,Taiwan,0
2888.TW,SHIN KONG FINL HLD TWD10,TAI,,Taiwan,0
2889.TW,WATERLAND FIN HLDG TWD10,TAI,,Taiwan,0
2922595.SG,,,,,0
2924.TWO,Tung Ling,TWO,,Taiwan,0
2925.KL,CYCLE & CARRIAGE BINTANG BHD,KLS,,Malaysia,0
2934.HK,SPG LAND-OLD,HKG,,Hong Kong,0
2944.HK,TEXHONG-2000,HKG,,Hong Kong,0
2XU.BE,XUMAN INTL HLDG,BER,,Germany,0
2XU.SG,XUMAN INTL HLDG,STU,,Germany,0
2YB.SG,YONGYE INTL,STU,Agricultural Chemicals,Germany,112
2ZXA.BE,CHINA ZENIX SO ADS,BER,,Germany,0
2ZXA.SG,CHINA ZENIX SO ADS,STU,,Germany,0
300001.SZ,TGOOD ELECTRIC,SHZ,,China,0
300004.SZ,NANFENG VENTILATOR,SHZ,,China,0
300013.SZ,XNWL,SHZ,,China,0
300018.SZ,ZYHD,SHZ,,China,0
300021.SZ,DAYU WATER-SAVING,SHZ,,China,0
300032.SZ,JINLONG INC,SHZ,,China,0
300040.SZ,JZE,SHZ,,China,0
300052.SZ,ZQGAME,SHZ,,China,0
300056.SZ,SAVINGS,SHZ,,China,0
300064.SZ,SC DIAMOND,SHZ,,China,0
300097.SZ,ZY AUTOMATION,SHZ,,China,0
300102.SZ,CHANGELIGHT,SHZ,,China,0
300121.SZ,YANGGU HUATAI,SHZ,,China,0
300130.SZ,XINGUODU,SHZ,,China,0
300133.SZ,HUACE FILM & TV,SHZ,,China,0
300139.SZ,FXXC E-TECH,SHZ,,China,0
300140.SZ,QIYUAN EQUIPMENT,SHZ,,China,0
300149.SZ,QHT,SHZ,,China,0
300159.SZ,XINJIANG MACHINERY RESEARCH INS,SHZ,,China,0
300160.SZ,JIANGSU XIUQIANG GLASSWORK CO L,SHZ,,China,0
300165.SZ,JIANGSU SKYRAY INSTRUMENT CO LT,SHZ,,China,0
300181.SZ,ZHEJIANG JOLLY PHARMACEUTICAL C,SHZ,,China,0
300183.SZ,QINGDAO EASTSOFT COMMUNICATION,SHZ,,China,0
300196.SZ,JIANGSU CHANGHAI COMPOSITE MATE,SHZ,,China,0
300201.SZ,XUZHOU HANDLER SPECIAL VEHICLE,SHZ,,China,0
300217.SZ,ZHENJIANG DONGFANG ELEC HEAT TE,SHZ,,China,0
300220.SZ,WUHAN GOLDEN LASER CO LTD 'A'CN,SHZ,,China,0
300230.SZ,SHANGHAI YONGLI BELTING CO LTD,SHZ,,China,0
300235.SZ,SHENZHEN KINGSUN SCIENCE AND TE,SHZ,,China,0
300259.SZ,XINTIAN TECHNOLOGY,SHZ,,China,0
300260.SZ,KINGLAI MATERIALS,SHZ,,China,0
300281.SZ,JMJJ,SHZ,,China,0
3003.TW,KS TERMINALS INC TWD10,TAI,,Taiwan,0
300304.SZ,YYDQ,SHZ,,China,0
300305.SZ,YXGF,SHZ,,China,0
3010.TW,WAH LEE INDUSTRIAL TWD10,TAI,,Taiwan,0
3019.TW,ASIA OPTICAL CO IN TWD10,TAI,,Taiwan,0
3028.TW,ZENITRON CORP TWD10,TAI,,Taiwan,0
3029.TW,ZERO ONE TECHNOLOG TWD10,TAI,,Taiwan,0
3034.KL,HAP SENG CONSOLIDATED BHD,KLS,,Malaysia,0
3034.TW,NOVATEK MICROELECT TWD10,TAI,,Taiwan,0
3034@BN.KL,HAP SENG CONSOLIDATED BHD,KLS,,Malaysia,0
3036.TW,WT MICROELECTRONIC TWD10,TAI,,Taiwan,0
3042.KL,PETRON MSIA REFINING& MKTG BHD,KLS,,Malaysia,0
3060561.SG,,,,,0
3084.HK,Value Japan ETF,HKG,,Hong Kong,0
3134764.SG,,,,,0
3152.TWO,ADVANCED CERAMIC X TWD10,TWO,,Taiwan,0
3174.KL,LAND & GENERAL BHD,KLS,,Malaysia,0
3189.TW,KINSUS INTERCONNE TWD10,TAI,,Taiwan,0
31GB.F,KISKA METALS,FRA,Gold,Germany,134
31Y.F,YONG XIN INTL HLDGS,FRA,Steel & Iron,Germany,130
31Y.SG,YONG XIN INTL HLDGS,STU,Steel & Iron,Germany,130
3219.TWO,SERVICE&QUALITY; TE TWD10,TWO,,Taiwan,0
3231.TW,WISTRON CORP TWD10,TAI,,Taiwan,0
3247@BN.KL,GUH HOLDINGS BHD,KLS,,Malaysia,0
3255.KL,GUINNESS ANCHOR BHD,KLS,,Malaysia,0
3276.TWO,YEU HWAN TECHNOLOG TWD10,TWO,,Taiwan,0
32J.DU,JAGUAR MINING,DUS,Gold,Germany,134
3306.TWO,ROYALTEK COMPANY TWD10,TWO,,Taiwan,0
3308.HK,Golden Eagle Retail Group Ltd.,HKG,Department Stores,Hong Kong,731
3322.HK,Win Hanverky Holdings Limited,HKG,Textile - Apparel Clothing,Hong Kong,320
3333.HK,Evergrande Real Estate Group Limited,HKG,Real Estate Development,Hong Kong,449
3337.HK,Anton Oilfield Services Group,HKG,Oil & Gas Equipment & Services,Hong Kong,124
3344.HK,Addchance Holdings Limited,HKG,Textile Industrial,Hong Kong,628
3368.HK,Parkson Retail Group Limited,HKG,Department Stores,Hong Kong,731
3378.L,,,,,0
3382.HK,Tianjin Port Development Holdings Limited,HKG,Shipping,Hong Kong,775
3383.HK,Agile Property Holdings Ltd.,HKG,Real Estate Development,Hong Kong,449
3389.HK,Hengdeli Holdings Limited,HKG,"Specialty Retail, Other",Hong Kong,745
3395.KL,BERJAYA CORPORATION BHD,KLS,,Malaysia,0
3398.HK,China Ting Group Holdings Limited,HKG,Textile - Apparel Clothing,Hong Kong,320
33J.BE,JASCO ELECTRO HOLD,BER,,Germany,0
